,sales,date,region
8806,1698.0,2020-02-07,east
8807,1671.0,2020-02-07,west
8808,1584.0,2020-02-08,north
8809,1602.0,2020-02-08,south
8810,1755.0,2020-02-08,east
8811,1614.0,2020-02-08,west
8812,1743.0,2020-02-09,north
8813,1788.0,2020-02-09,south
8814,1644.0,2020-02-09,east
8815,1728.0,2020-02-09,west
8816,1599.0,2020-02-10,north
8817,1689.0,2020-02-10,south
8818,1776.0,2020-02-10,east
8819,1569.0,2020-02-10,west
8820,1791.0,2020-02-11,north
8821,1638.0,2020-02-11,south
8822,1716.0,2020-02-11,east
8823,1788.0,2020-02-11,west
8824,1758.0,2020-02-12,north
8825,1752.0,2020-02-12,south
8826,1599.0,2020-02-12,east
8827,1533.0,2020-02-12,west
8828,1548.0,2020-02-13,north
8829,1800.0,2020-02-13,south
8830,1659.0,2020-02-13,east
8831,1617.0,2020-02-13,west
8832,1746.0,2020-02-14,north
8833,1644.0,2020-02-14,south
8834,1698.0,2020-02-14,east
8835,1533.0,2020-02-14,west
8836,1704.0,2020-02-15,north
8837,1524.0,2020-02-15,south
8838,1545.0,2020-02-15,east
8839,1731.0,2020-02-15,west
8840,1665.0,2020-02-16,north
8841,1791.0,2020-02-16,south
8842,1605.0,2020-02-16,east
8843,1743.0,2020-02-16,west
8844,1677.0,2020-02-17,north
8845,1590.0,2020-02-17,south
8846,1722.0,2020-02-17,east
8847,1743.0,2020-02-17,west
8848,1668.0,2020-02-18,north
8849,1620.0,2020-02-18,south
8850,1704.0,2020-02-18,east
8851,1683.0,2020-02-18,west
8852,1551.0,2020-02-19,north
8853,1650.0,2020-02-19,south
8854,1689.0,2020-02-19,east
8855,1638.0,2020-02-19,west
8856,1518.0,2020-02-20,north
8857,1593.0,2020-02-20,south
8858,1632.0,2020-02-20,east
8859,1602.0,2020-02-20,west
8860,1761.0,2020-02-21,north
8861,1755.0,2020-02-21,south
8862,1581.0,2020-02-21,east
8863,1794.0,2020-02-21,west
8864,1545.0,2020-02-22,north
8865,1689.0,2020-02-22,south
8866,1632.0,2020-02-22,east
8867,1668.0,2020-02-22,west
8868,1638.0,2020-02-23,north
8869,1602.0,2020-02-23,south
8870,1686.0,2020-02-23,east
8871,1776.0,2020-02-23,west
8872,1593.0,2020-02-24,north
8873,1734.0,2020-02-24,south
8874,1608.0,2020-02-24,east
8875,1617.0,2020-02-24,west
8876,1656.0,2020-02-25,north
8877,1722.0,2020-02-25,south
8878,1566.0,2020-02-25,east
8879,1548.0,2020-02-25,west
8880,1545.0,2020-02-26,north
8881,1521.0,2020-02-26,south
8882,1728.0,2020-02-26,east
8883,1668.0,2020-02-26,west
8884,1698.0,2020-02-27,north
8885,1599.0,2020-02-27,south
8886,1581.0,2020-02-27,east
8887,1527.0,2020-02-27,west
8888,1509.0,2020-02-28,north
8889,1686.0,2020-02-28,south
8890,1590.0,2020-02-28,east
8891,1689.0,2020-02-28,west
8892,1671.0,2020-02-29,north
8893,1728.0,2020-02-29,south
8894,1524.0,2020-02-29,east
8895,1656.0,2020-02-29,west
8896,1593.0,2020-03-01,north
8897,1626.0,2020-03-01,south
8898,1626.0,2020-03-01,east
8899,1692.0,2020-03-01,west
8900,1509.0,2020-03-02,north
8901,1788.0,2020-03-02,south
8902,1572.0,2020-03-02,east
8903,1569.0,2020-03-02,west
8904,1632.0,2020-03-03,north
8905,1548.0,2020-03-03,south
8906,1623.0,2020-03-03,east
8907,1506.0,2020-03-03,west
8908,1773.0,2020-03-04,north
8909,1677.0,2020-03-04,south
8910,1638.0,2020-03-04,east
8911,1569.0,2020-03-04,west
8912,1794.0,2020-03-05,north
8913,1764.0,2020-03-05,south
8914,1530.0,2020-03-05,east
8915,1770.0,2020-03-05,west
8916,1623.0,2020-03-06,north
8917,1734.0,2020-03-06,south
8918,1698.0,2020-03-06,east
8919,1503.0,2020-03-06,west
8920,1641.0,2020-03-07,north
8921,1581.0,2020-03-07,south
8922,1797.0,2020-03-07,east
8923,1674.0,2020-03-07,west
8924,1701.0,2020-03-08,north
8925,1590.0,2020-03-08,south
8926,1599.0,2020-03-08,east
8927,1791.0,2020-03-08,west
8928,1719.0,2020-03-09,north
8929,1776.0,2020-03-09,south
8930,1542.0,2020-03-09,east
8931,1740.0,2020-03-09,west
8932,1644.0,2020-03-10,north
8933,1653.0,2020-03-10,south
8934,1797.0,2020-03-10,east
8935,1740.0,2020-03-10,west
8936,1605.0,2020-03-11,north
8937,1584.0,2020-03-11,south
8938,1662.0,2020-03-11,east
8939,1572.0,2020-03-11,west
8940,1635.0,2020-03-12,north
8941,1548.0,2020-03-12,south
8942,1680.0,2020-03-12,east
8943,1767.0,2020-03-12,west
8944,1554.0,2020-03-13,north
8945,1686.0,2020-03-13,south
8946,1749.0,2020-03-13,east
8947,1554.0,2020-03-13,west
8948,1662.0,2020-03-14,north
8949,1557.0,2020-03-14,south
8950,1755.0,2020-03-14,east
8951,1758.0,2020-03-14,west
8952,1500.0,2020-03-15,north
8953,1665.0,2020-03-15,south
8954,1761.0,2020-03-15,east
8955,1626.0,2020-03-15,west
8956,1650.0,2020-03-16,north
8957,1722.0,2020-03-16,south
8958,1641.0,2020-03-16,east
8959,1611.0,2020-03-16,west
8960,1701.0,2020-03-17,north
8961,1701.0,2020-03-17,south
8962,1794.0,2020-03-17,east
8963,1509.0,2020-03-17,west
8964,1566.0,2020-03-18,north
8965,1716.0,2020-03-18,south
8966,1701.0,2020-03-18,east
8967,1605.0,2020-03-18,west
8968,1581.0,2020-03-19,north
8969,1797.0,2020-03-19,south
8970,1725.0,2020-03-19,east
8971,1554.0,2020-03-19,west
8972,1665.0,2020-03-20,north
8973,1641.0,2020-03-20,south
8974,1677.0,2020-03-20,east
8975,1707.0,2020-03-20,west
8976,1575.0,2020-03-21,north
8977,1674.0,2020-03-21,south
8978,1707.0,2020-03-21,east
8979,1710.0,2020-03-21,west
8980,1644.0,2020-03-22,north
8981,1668.0,2020-03-22,south
8982,1674.0,2020-03-22,east
8983,1737.0,2020-03-22,west
8984,1767.0,2020-03-23,north
8985,1620.0,2020-03-23,south
8986,1593.0,2020-03-23,east
8987,1542.0,2020-03-23,west
8988,1548.0,2020-03-24,north
8989,1662.0,2020-03-24,south
8990,1740.0,2020-03-24,east
8991,1572.0,2020-03-24,west
8992,1779.0,2020-03-25,north
8993,1770.0,2020-03-25,south
8994,1623.0,2020-03-25,east
8995,1575.0,2020-03-25,west
8996,1785.0,2020-03-26,north
8997,1671.0,2020-03-26,south
8998,1749.0,2020-03-26,east
8999,1791.0,2020-03-26,west
9000,1713.0,2020-03-27,north
9001,1623.0,2020-03-27,south
9002,1605.0,2020-03-27,east
9003,1566.0,2020-03-27,west
9004,1569.0,2020-03-28,north
9005,1605.0,2020-03-28,south
9006,1728.0,2020-03-28,east
9007,1665.0,2020-03-28,west
9008,1782.0,2020-03-29,north
9009,1800.0,2020-03-29,south
9010,1518.0,2020-03-29,east
9011,1800.0,2020-03-29,west
9012,1515.0,2020-03-30,north
9013,1764.0,2020-03-30,south
9014,1632.0,2020-03-30,east
9015,1608.0,2020-03-30,west
9016,1794.0,2020-03-31,north
9017,1635.0,2020-03-31,south
9018,1572.0,2020-03-31,east
9019,1629.0,2020-03-31,west
9020,1557.0,2020-04-01,north
9021,1536.0,2020-04-01,south
9022,1587.0,2020-04-01,east
9023,1728.0,2020-04-01,west
9024,1779.0,2020-04-02,north
9025,1773.0,2020-04-02,south
9026,1794.0,2020-04-02,east
9027,1503.0,2020-04-02,west
9028,1767.0,2020-04-03,north
9029,1743.0,2020-04-03,south
9030,1560.0,2020-04-03,east
9031,1746.0,2020-04-03,west
9032,1731.0,2020-04-04,north
9033,1692.0,2020-04-04,south
9034,1722.0,2020-04-04,east
9035,1563.0,2020-04-04,west
9036,1797.0,2020-04-05,north
9037,1755.0,2020-04-05,south
9038,1611.0,2020-04-05,east
9039,1635.0,2020-04-05,west
9040,1752.0,2020-04-06,north
9041,1749.0,2020-04-06,south
9042,1782.0,2020-04-06,east
9043,1521.0,2020-04-06,west
9044,1752.0,2020-04-07,north
9045,1686.0,2020-04-07,south
9046,1500.0,2020-04-07,east
9047,1785.0,2020-04-07,west
9048,1611.0,2020-04-08,north
9049,1794.0,2020-04-08,south
9050,1734.0,2020-04-08,east
9051,1659.0,2020-04-08,west
9052,1650.0,2020-04-09,north
9053,1587.0,2020-04-09,south
9054,1629.0,2020-04-09,east
9055,1506.0,2020-04-09,west
9056,1794.0,2020-04-10,north
9057,1551.0,2020-04-10,south
9058,1503.0,2020-04-10,east
9059,1776.0,2020-04-10,west
9060,1659.0,2020-04-11,north
9061,1590.0,2020-04-11,south
9062,1515.0,2020-04-11,east
9063,1506.0,2020-04-11,west
9064,1722.0,2020-04-12,north
9065,1512.0,2020-04-12,south
9066,1773.0,2020-04-12,east
9067,1635.0,2020-04-12,west
9068,1548.0,2020-04-13,north
9069,1692.0,2020-04-13,south
9070,1698.0,2020-04-13,east
9071,1755.0,2020-04-13,west
9072,1521.0,2020-04-14,north
9073,1593.0,2020-04-14,south
9074,1644.0,2020-04-14,east
9075,1587.0,2020-04-14,west
9076,1800.0,2020-04-15,north
9077,1788.0,2020-04-15,south
9078,1764.0,2020-04-15,east
9079,1650.0,2020-04-15,west
9080,1704.0,2020-04-16,north
9081,1659.0,2020-04-16,south
9082,1644.0,2020-04-16,east
9083,1500.0,2020-04-16,west
9084,1734.0,2020-04-17,north
9085,1617.0,2020-04-17,south
9086,1584.0,2020-04-17,east
9087,1569.0,2020-04-17,west
9088,1623.0,2020-04-18,north
9089,1500.0,2020-04-18,south
9090,1578.0,2020-04-18,east
9091,1590.0,2020-04-18,west
9092,1761.0,2020-04-19,north
9093,1728.0,2020-04-19,south
9094,1716.0,2020-04-19,east
9095,1704.0,2020-04-19,west
9096,1665.0,2020-04-20,north
9097,1515.0,2020-04-20,south
9098,1725.0,2020-04-20,east
9099,1695.0,2020-04-20,west
9100,1755.0,2020-04-21,north
9101,1521.0,2020-04-21,south
9102,1629.0,2020-04-21,east
9103,1686.0,2020-04-21,west
9104,1614.0,2020-04-22,north
9105,1614.0,2020-04-22,south
9106,1569.0,2020-04-22,east
9107,1527.0,2020-04-22,west
9108,1764.0,2020-04-23,north
9109,1524.0,2020-04-23,south
9110,1611.0,2020-04-23,east
9111,1785.0,2020-04-23,west
9112,1716.0,2020-04-24,north
9113,1692.0,2020-04-24,south
9114,1506.0,2020-04-24,east
9115,1533.0,2020-04-24,west
9116,1638.0,2020-04-25,north
9117,1638.0,2020-04-25,south
9118,1755.0,2020-04-25,east
9119,1545.0,2020-04-25,west
9120,1512.0,2020-04-26,north
9121,1593.0,2020-04-26,south
9122,1674.0,2020-04-26,east
9123,1719.0,2020-04-26,west
9124,1530.0,2020-04-27,north
9125,1593.0,2020-04-27,south
9126,1641.0,2020-04-27,east
9127,1575.0,2020-04-27,west
9128,1788.0,2020-04-28,north
9129,1749.0,2020-04-28,south
9130,1581.0,2020-04-28,east
9131,1524.0,2020-04-28,west
9132,1680.0,2020-04-29,north
9133,1674.0,2020-04-29,south
9134,1773.0,2020-04-29,east
9135,1674.0,2020-04-29,west
9136,1779.0,2020-04-30,north
9137,1569.0,2020-04-30,south
9138,1590.0,2020-04-30,east
9139,1689.0,2020-04-30,west
9140,1755.0,2020-05-01,north
9141,1752.0,2020-05-01,south
9142,1641.0,2020-05-01,east
9143,1605.0,2020-05-01,west
9144,1587.0,2020-05-02,north
9145,1521.0,2020-05-02,south
9146,1605.0,2020-05-02,east
9147,1557.0,2020-05-02,west
9148,1680.0,2020-05-03,north
9149,1566.0,2020-05-03,south
9150,1719.0,2020-05-03,east
9151,1563.0,2020-05-03,west
9152,1569.0,2020-05-04,north
9153,1608.0,2020-05-04,south
9154,1578.0,2020-05-04,east
9155,1641.0,2020-05-04,west
9156,1587.0,2020-05-05,north
9157,1674.0,2020-05-05,south
9158,1500.0,2020-05-05,east
9159,1686.0,2020-05-05,west
9160,1521.0,2020-05-06,north
9161,1683.0,2020-05-06,south
9162,1767.0,2020-05-06,east
9163,1776.0,2020-05-06,west
9164,1557.0,2020-05-07,north
9165,1623.0,2020-05-07,south
9166,1557.0,2020-05-07,east
9167,1746.0,2020-05-07,west
9168,1680.0,2020-05-08,north
9169,1587.0,2020-05-08,south
9170,1695.0,2020-05-08,east
9171,1629.0,2020-05-08,west
9172,1674.0,2020-05-09,north
9173,1620.0,2020-05-09,south
9174,1560.0,2020-05-09,east
9175,1590.0,2020-05-09,west
9176,1623.0,2020-05-10,north
9177,1689.0,2020-05-10,south
9178,1656.0,2020-05-10,east
9179,1695.0,2020-05-10,west
9180,1674.0,2020-05-11,north
9181,1554.0,2020-05-11,south
9182,1680.0,2020-05-11,east
9183,1575.0,2020-05-11,west
9184,1500.0,2020-05-12,north
9185,1791.0,2020-05-12,south
9186,1614.0,2020-05-12,east
9187,1695.0,2020-05-12,west
9188,1767.0,2020-05-13,north
9189,1725.0,2020-05-13,south
9190,1701.0,2020-05-13,east
9191,1629.0,2020-05-13,west
9192,1656.0,2020-05-14,north
9193,1713.0,2020-05-14,south
9194,1737.0,2020-05-14,east
9195,1671.0,2020-05-14,west
9196,1533.0,2020-05-15,north
9197,1644.0,2020-05-15,south
9198,1560.0,2020-05-15,east
9199,1740.0,2020-05-15,west
9200,1767.0,2020-05-16,north
9201,1791.0,2020-05-16,south
9202,1509.0,2020-05-16,east
9203,1614.0,2020-05-16,west
9204,1566.0,2020-05-17,north
9205,1758.0,2020-05-17,south
9206,1668.0,2020-05-17,east
9207,1707.0,2020-05-17,west
9208,1638.0,2020-05-18,north
9209,1596.0,2020-05-18,south
9210,1767.0,2020-05-18,east
9211,1683.0,2020-05-18,west
9212,1641.0,2020-05-19,north
9213,1713.0,2020-05-19,south
9214,1515.0,2020-05-19,east
9215,1602.0,2020-05-19,west
9216,1575.0,2020-05-20,north
9217,1791.0,2020-05-20,south
9218,1545.0,2020-05-20,east
9219,1686.0,2020-05-20,west
9220,1587.0,2020-05-21,north
9221,1791.0,2020-05-21,south
9222,1653.0,2020-05-21,east
9223,1671.0,2020-05-21,west
9224,1542.0,2020-05-22,north
9225,1686.0,2020-05-22,south
9226,1569.0,2020-05-22,east
9227,1518.0,2020-05-22,west
9228,1620.0,2020-05-23,north
9229,1536.0,2020-05-23,south
9230,1713.0,2020-05-23,east
9231,1788.0,2020-05-23,west
9232,1773.0,2020-05-24,north
9233,1785.0,2020-05-24,south
9234,1509.0,2020-05-24,east
9235,1713.0,2020-05-24,west
9236,1536.0,2020-05-25,north
9237,1704.0,2020-05-25,south
9238,1563.0,2020-05-25,east
9239,1539.0,2020-05-25,west
9240,1545.0,2020-05-26,north
9241,1530.0,2020-05-26,south
9242,1758.0,2020-05-26,east
9243,1656.0,2020-05-26,west
9244,1563.0,2020-05-27,north
9245,1758.0,2020-05-27,south
9246,1656.0,2020-05-27,east
9247,1707.0,2020-05-27,west
9248,1581.0,2020-05-28,north
9249,1569.0,2020-05-28,south
9250,1533.0,2020-05-28,east
9251,1566.0,2020-05-28,west
9252,1722.0,2020-05-29,north
9253,1602.0,2020-05-29,south
9254,1698.0,2020-05-29,east
9255,1566.0,2020-05-29,west
9256,1599.0,2020-05-30,north
9257,1788.0,2020-05-30,south
9258,1743.0,2020-05-30,east
9259,1647.0,2020-05-30,west
9260,1566.0,2020-05-31,north
9261,1608.0,2020-05-31,south
9262,1791.0,2020-05-31,east
9263,1764.0,2020-05-31,west
9264,1752.0,2020-06-01,north
9265,1608.0,2020-06-01,south
9266,1554.0,2020-06-01,east
9267,1710.0,2020-06-01,west
9268,1677.0,2020-06-02,north
9269,1794.0,2020-06-02,south
9270,1800.0,2020-06-02,east
9271,1767.0,2020-06-02,west
9272,1782.0,2020-06-03,north
9273,1584.0,2020-06-03,south
9274,1545.0,2020-06-03,east
9275,1617.0,2020-06-03,west
9276,1644.0,2020-06-04,north
9277,1527.0,2020-06-04,south
9278,1707.0,2020-06-04,east
9279,1773.0,2020-06-04,west
9280,1587.0,2020-06-05,north
9281,1632.0,2020-06-05,south
9282,1569.0,2020-06-05,east
9283,1566.0,2020-06-05,west
9284,1683.0,2020-06-06,north
9285,1689.0,2020-06-06,south
9286,1704.0,2020-06-06,east
9287,1749.0,2020-06-06,west
9288,1620.0,2020-06-07,north
9289,1650.0,2020-06-07,south
9290,1743.0,2020-06-07,east
9291,1674.0,2020-06-07,west
9292,1527.0,2020-06-08,north
9293,1638.0,2020-06-08,south
9294,1584.0,2020-06-08,east
9295,1695.0,2020-06-08,west
9296,1503.0,2020-06-09,north
9297,1569.0,2020-06-09,south
9298,1572.0,2020-06-09,east
9299,1593.0,2020-06-09,west
9300,1761.0,2020-06-10,north
9301,1512.0,2020-06-10,south
9302,1617.0,2020-06-10,east
9303,1593.0,2020-06-10,west
9304,1590.0,2020-06-11,north
9305,1611.0,2020-06-11,south
9306,1719.0,2020-06-11,east
9307,1719.0,2020-06-11,west
9308,1512.0,2020-06-12,north
9309,1776.0,2020-06-12,south
9310,1575.0,2020-06-12,east
9311,1746.0,2020-06-12,west
9312,1581.0,2020-06-13,north
9313,1689.0,2020-06-13,south
9314,1776.0,2020-06-13,east
9315,1560.0,2020-06-13,west
9316,1734.0,2020-06-14,north
9317,1788.0,2020-06-14,south
9318,1743.0,2020-06-14,east
9319,1719.0,2020-06-14,west
9320,1542.0,2020-06-15,north
9321,1758.0,2020-06-15,south
9322,1674.0,2020-06-15,east
9323,1584.0,2020-06-15,west
9324,1668.0,2020-06-16,north
9325,1620.0,2020-06-16,south
9326,1695.0,2020-06-16,east
9327,1638.0,2020-06-16,west
9328,1554.0,2020-06-17,north
9329,1659.0,2020-06-17,south
9330,1734.0,2020-06-17,east
9331,1527.0,2020-06-17,west
9332,1611.0,2020-06-18,north
9333,1734.0,2020-06-18,south
9334,1743.0,2020-06-18,east
9335,1557.0,2020-06-18,west
9336,1800.0,2020-06-19,north
9337,1536.0,2020-06-19,south
9338,1578.0,2020-06-19,east
9339,1515.0,2020-06-19,west
9340,1647.0,2020-06-20,north
9341,1641.0,2020-06-20,south
9342,1614.0,2020-06-20,east
9343,1518.0,2020-06-20,west
9344,1755.0,2020-06-21,north
9345,1620.0,2020-06-21,south
9346,1725.0,2020-06-21,east
9347,1668.0,2020-06-21,west
9348,1761.0,2020-06-22,north
9349,1542.0,2020-06-22,south
9350,1539.0,2020-06-22,east
9351,1524.0,2020-06-22,west
9352,1767.0,2020-06-23,north
9353,1581.0,2020-06-23,south
9354,1770.0,2020-06-23,east
9355,1758.0,2020-06-23,west
9356,1617.0,2020-06-24,north
9357,1518.0,2020-06-24,south
9358,1791.0,2020-06-24,east
9359,1695.0,2020-06-24,west
9360,1503.0,2020-06-25,north
9361,1794.0,2020-06-25,south
9362,1638.0,2020-06-25,east
9363,1536.0,2020-06-25,west
9364,1707.0,2020-06-26,north
9365,1578.0,2020-06-26,south
9366,1719.0,2020-06-26,east
9367,1728.0,2020-06-26,west
9368,1644.0,2020-06-27,north
9369,1527.0,2020-06-27,south
9370,1578.0,2020-06-27,east
9371,1623.0,2020-06-27,west
9372,1608.0,2020-06-28,north
9373,1779.0,2020-06-28,south
9374,1689.0,2020-06-28,east
9375,1629.0,2020-06-28,west
9376,1722.0,2020-06-29,north
9377,1662.0,2020-06-29,south
9378,1662.0,2020-06-29,east
9379,1503.0,2020-06-29,west
9380,1794.0,2020-06-30,north
9381,1572.0,2020-06-30,south
9382,1668.0,2020-06-30,east
9383,1647.0,2020-06-30,west
9384,1632.0,2020-07-01,north
9385,1578.0,2020-07-01,south
9386,1650.0,2020-07-01,east
9387,1797.0,2020-07-01,west
9388,1734.0,2020-07-02,north
9389,1734.0,2020-07-02,south
9390,1581.0,2020-07-02,east
9391,1665.0,2020-07-02,west
9392,1695.0,2020-07-03,north
9393,1701.0,2020-07-03,south
9394,1584.0,2020-07-03,east
9395,1518.0,2020-07-03,west
9396,1737.0,2020-07-04,north
9397,1656.0,2020-07-04,south
9398,1695.0,2020-07-04,east
9399,1563.0,2020-07-04,west
9400,1788.0,2020-07-05,north
9401,1746.0,2020-07-05,south
9402,1647.0,2020-07-05,east
9403,1527.0,2020-07-05,west
9404,1548.0,2020-07-06,north
9405,1572.0,2020-07-06,south
9406,1569.0,2020-07-06,east
9407,1527.0,2020-07-06,west
9408,1500.0,2020-07-07,north
9409,1791.0,2020-07-07,south
9410,1656.0,2020-07-07,east
9411,1743.0,2020-07-07,west
9412,1563.0,2020-07-08,north
9413,1722.0,2020-07-08,south
9414,1758.0,2020-07-08,east
9415,1524.0,2020-07-08,west
9416,1788.0,2020-07-09,north
9417,1713.0,2020-07-09,south
9418,1596.0,2020-07-09,east
9419,1716.0,2020-07-09,west
9420,1587.0,2020-07-10,north
9421,1509.0,2020-07-10,south
9422,1698.0,2020-07-10,east
9423,1515.0,2020-07-10,west
9424,1500.0,2020-07-11,north
9425,1689.0,2020-07-11,south
9426,1554.0,2020-07-11,east
9427,1509.0,2020-07-11,west
9428,1746.0,2020-07-12,north
9429,1572.0,2020-07-12,south
9430,1773.0,2020-07-12,east
9431,1596.0,2020-07-12,west
9432,1680.0,2020-07-13,north
9433,1764.0,2020-07-13,south
9434,1782.0,2020-07-13,east
9435,1728.0,2020-07-13,west
9436,1557.0,2020-07-14,north
9437,1515.0,2020-07-14,south
9438,1695.0,2020-07-14,east
9439,1500.0,2020-07-14,west
9440,1542.0,2020-07-15,north
9441,1740.0,2020-07-15,south
9442,1647.0,2020-07-15,east
9443,1596.0,2020-07-15,west
9444,1515.0,2020-07-16,north
9445,1731.0,2020-07-16,south
9446,1605.0,2020-07-16,east
9447,1791.0,2020-07-16,west
9448,1794.0,2020-07-17,north
9449,1677.0,2020-07-17,south
9450,1641.0,2020-07-17,east
9451,1773.0,2020-07-17,west
9452,1623.0,2020-07-18,north
9453,1707.0,2020-07-18,south
9454,1749.0,2020-07-18,east
9455,1797.0,2020-07-18,west
9456,1614.0,2020-07-19,north
9457,1653.0,2020-07-19,south
9458,1674.0,2020-07-19,east
9459,1779.0,2020-07-19,west
9460,1797.0,2020-07-20,north
9461,1560.0,2020-07-20,south
9462,1638.0,2020-07-20,east
9463,1716.0,2020-07-20,west
9464,1572.0,2020-07-21,north
9465,1767.0,2020-07-21,south
9466,1689.0,2020-07-21,east
9467,1734.0,2020-07-21,west
9468,1668.0,2020-07-22,north
9469,1728.0,2020-07-22,south
9470,1668.0,2020-07-22,east
9471,1584.0,2020-07-22,west
9472,1692.0,2020-07-23,north
9473,1710.0,2020-07-23,south
9474,1758.0,2020-07-23,east
9475,1545.0,2020-07-23,west
9476,1530.0,2020-07-24,north
9477,1530.0,2020-07-24,south
9478,1575.0,2020-07-24,east
9479,1776.0,2020-07-24,west
9480,1794.0,2020-07-25,north
9481,1647.0,2020-07-25,south
9482,1611.0,2020-07-25,east
9483,1704.0,2020-07-25,west
9484,1569.0,2020-07-26,north
9485,1659.0,2020-07-26,south
9486,1575.0,2020-07-26,east
9487,1788.0,2020-07-26,west
9488,1602.0,2020-07-27,north
9489,1620.0,2020-07-27,south
9490,1530.0,2020-07-27,east
9491,1608.0,2020-07-27,west
9492,1800.0,2020-07-28,north
9493,1506.0,2020-07-28,south
9494,1608.0,2020-07-28,east
9495,1581.0,2020-07-28,west
9496,1533.0,2020-07-29,north
9497,1686.0,2020-07-29,south
9498,1773.0,2020-07-29,east
9499,1644.0,2020-07-29,west
9500,1722.0,2020-07-30,north
9501,1584.0,2020-07-30,south
9502,1596.0,2020-07-30,east
9503,1512.0,2020-07-30,west
9504,1527.0,2020-07-31,north
9505,1530.0,2020-07-31,south
9506,1533.0,2020-07-31,east
9507,1530.0,2020-07-31,west
9508,1788.0,2020-08-01,north
9509,1596.0,2020-08-01,south
9510,1680.0,2020-08-01,east
9511,1671.0,2020-08-01,west
9512,1656.0,2020-08-02,north
9513,1716.0,2020-08-02,south
9514,1623.0,2020-08-02,east
9515,1596.0,2020-08-02,west
9516,1665.0,2020-08-03,north
9517,1650.0,2020-08-03,south
9518,1503.0,2020-08-03,east
9519,1665.0,2020-08-03,west
9520,1539.0,2020-08-04,north
9521,1659.0,2020-08-04,south
9522,1602.0,2020-08-04,east
9523,1719.0,2020-08-04,west
9524,1749.0,2020-08-05,north
9525,1548.0,2020-08-05,south
9526,1653.0,2020-08-05,east
9527,1662.0,2020-08-05,west
9528,1770.0,2020-08-06,north
9529,1710.0,2020-08-06,south
9530,1509.0,2020-08-06,east
9531,1545.0,2020-08-06,west
9532,1740.0,2020-08-07,north
9533,1524.0,2020-08-07,south
9534,1641.0,2020-08-07,east
9535,1710.0,2020-08-07,west
9536,1728.0,2020-08-08,north
9537,1695.0,2020-08-08,south
9538,1716.0,2020-08-08,east
9539,1785.0,2020-08-08,west
9540,1617.0,2020-08-09,north
9541,1752.0,2020-08-09,south
9542,1734.0,2020-08-09,east
9543,1521.0,2020-08-09,west
9544,1545.0,2020-08-10,north
9545,1722.0,2020-08-10,south
9546,1647.0,2020-08-10,east
9547,1530.0,2020-08-10,west
9548,1632.0,2020-08-11,north
9549,1620.0,2020-08-11,south
9550,1551.0,2020-08-11,east
9551,1557.0,2020-08-11,west
9552,1737.0,2020-08-12,north
9553,1749.0,2020-08-12,south
9554,1704.0,2020-08-12,east
9555,1671.0,2020-08-12,west
9556,1500.0,2020-08-13,north
9557,1500.0,2020-08-13,south
9558,1701.0,2020-08-13,east
9559,1785.0,2020-08-13,west
9560,1542.0,2020-08-14,north
9561,1791.0,2020-08-14,south
9562,1716.0,2020-08-14,east
9563,1665.0,2020-08-14,west
9564,1740.0,2020-08-15,north
9565,1632.0,2020-08-15,south
9566,1560.0,2020-08-15,east
9567,1689.0,2020-08-15,west
9568,1749.0,2020-08-16,north
9569,1605.0,2020-08-16,south
9570,1629.0,2020-08-16,east
9571,1728.0,2020-08-16,west
9572,1554.0,2020-08-17,north
9573,1629.0,2020-08-17,south
9574,1698.0,2020-08-17,east
9575,1635.0,2020-08-17,west
9576,1761.0,2020-08-18,north
9577,1566.0,2020-08-18,south
9578,1692.0,2020-08-18,east
9579,1563.0,2020-08-18,west
9580,1662.0,2020-08-19,north
9581,1635.0,2020-08-19,south
9582,1674.0,2020-08-19,east
9583,1602.0,2020-08-19,west
9584,1686.0,2020-08-20,north
9585,1506.0,2020-08-20,south
9586,1515.0,2020-08-20,east
9587,1779.0,2020-08-20,west
9588,1557.0,2020-08-21,north
9589,1551.0,2020-08-21,south
9590,1521.0,2020-08-21,east
9591,1710.0,2020-08-21,west
9592,1563.0,2020-08-22,north
9593,1683.0,2020-08-22,south
9594,1791.0,2020-08-22,east
9595,1773.0,2020-08-22,west
9596,1716.0,2020-08-23,north
9597,1731.0,2020-08-23,south
9598,1593.0,2020-08-23,east
9599,1788.0,2020-08-23,west
9600,1785.0,2020-08-24,north
9601,1647.0,2020-08-24,south
9602,1755.0,2020-08-24,east
9603,1665.0,2020-08-24,west
9604,1545.0,2020-08-25,north
9605,1755.0,2020-08-25,south
9606,1605.0,2020-08-25,east
9607,1548.0,2020-08-25,west
9608,1533.0,2020-08-26,north
9609,1752.0,2020-08-26,south
9610,1758.0,2020-08-26,east
9611,1767.0,2020-08-26,west
9612,1761.0,2020-08-27,north
9613,1671.0,2020-08-27,south
9614,1551.0,2020-08-27,east
9615,1686.0,2020-08-27,west
9616,1788.0,2020-08-28,north
9617,1551.0,2020-08-28,south
9618,1554.0,2020-08-28,east
9619,1623.0,2020-08-28,west
9620,1698.0,2020-08-29,north
9621,1659.0,2020-08-29,south
9622,1593.0,2020-08-29,east
9623,1674.0,2020-08-29,west
9624,1800.0,2020-08-30,north
9625,1554.0,2020-08-30,south
9626,1713.0,2020-08-30,east
9627,1611.0,2020-08-30,west
9628,1797.0,2020-08-31,north
